01-01 00:40:45.918  2955  2955 I kernel  : Start to log kernel message
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.739994] bcmsdh_sdmmc: bcmsdh_sdmmc_probe Enter
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.740001] bus num (host idx)=1, slot num (rca)=1
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.740008] found adapter info 'DHD generic adapter'
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.750137] F1 signature OK, socitype:0x1 chip:0x4339 rev:0x1 pkg:0x2
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.751091] DHD: dongle ram size is set to 786432(orig 786432) at 0x180000
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.751203] wifi_platform_get_mac_addr
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   19.751393] CFG80211-ERROR) wl_setup_wiphy : Registering Vendor80211)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.782624] wl_create_event_handler(): thread:wl_event_handler:d71 started
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   19.783207] CFG80211-ERROR) wl_event_handler : tsk Enter, tsk = 0xd7ba141c
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.784102] dhd_attach(): thread:dhd_watchdog_thread:d73 started
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.784161] dhd_attach(): thread:dhd_dpc:d74 started
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.784178] dhd_deferred_work_init: work queue initialized 
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.897456] sdioh_request_buffer: [1] doing memory copy buf=d9d50000, len=1954
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.903998] dhdsdio_write_vars: Download, Upload and compare of NVRAM succeeded.
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.150462] dhd_bus_init: enable 0x06, ready 0x06 (waited 0us)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.152290] wifi_platform_get_mac_addr
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.163391] Firmware up: op_mode=0x0005, MAC=d8:c4:6a:27:cd:88
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.168908] dhd_preinit_ioctls set rxcb=0x1
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.183284] Firmware version = wl0: Jun 15 2017 15:09:57 version 6.37.39.71 (r665475 CY)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.184048] dhd_wlfc_init(): successfully enabled bdcv2 tlv signaling, 79
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.184477] dhd_wlfc_init(): wlfc_mode=0x0, ret=-23
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.184918] Dongle Host Driver, version 1.141.94 (r)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.184918] Compiled in drivers/net/wireless/bcmdhd on Jul 21 2017 at 09:24:22
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.212421] Register interface [wlan0]  MAC: d8:c4:6a:27:cd:88
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.212421] 
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.213880] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.213949] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:50.582  2955  2955 I kernel  : <3>[   20.214008] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   20.214054] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.219189] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   20.219261] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:50.582  2955  2955 I kernel  : <3>[   20.219326] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   20.219383] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:50.721  2955  2955 I kernel  : <4>[   20.500174] dhd_prot_ioctl : bus is down. we have nothing to do
01-01 00:40:50.721  2955  2955 I kernel  : <4>[   20.500190] dhd_wlfc_deinit():3271, ampdu_hostreorder get failed Err = -1
01-01 00:40:50.721  2955  2955 I kernel  : <4>[   20.500198] dhd_prot_ioctl : bus is down. we have nothing to do
01-01 00:40:50.721  2955  2955 I kernel  : <4>[   20.500208] dhd_wlfc_deinit():3294 failed to enable/disable bdcv2 tlv signaling Err = -1
01-01 00:40:51.101  2955  2955 I kernel  : <4>[   20.871500] dhd_detach(): thread:dhd_watchdog_thread:d73 terminated OK
01-01 00:40:51.101  2955  2955 I kernel  : <4>[   20.871520] dhd_dpc_thread: Unexpected up_cnt 0
01-01 00:40:51.101  2955  2955 I kernel  : <4>[   20.871557] dhd_detach(): thread:dhd_dpc:d74 terminated OK
01-01 00:40:51.101  2955  2955 I kernel  : <6>[   20.878750] CFG80211-ERROR) wl_event_handler : was terminated
01-01 00:40:51.101  2955  2955 I kernel  : <4>[   20.878804] wl_destroy_event_handler(): thread:wl_event_handler:d71 terminated OK
01-01 00:40:51.251  2955  2955 I kernel  : <4>[   21.028704] unregister wifi platform drivers
01-01 00:40:51.261  2955  2955 I kernel  : <12>[   21.036121] avc:  granted  { set } for property=wlan.driver.status scontext=u:r:netd:s0 tcontext=u:object_r:system_prop:s0 tclass=property_service
01-01 00:40:51.801  2955  2955 I kernel  : <6>[   21.577891] omap-iommu 55082000.mmu: 55082000.mmu: version 2.1
01-01 00:40:51.811  2955  2955 I kernel  : <4>[   21.581374] dhd_module_init in
01-01 00:40:51.811  2955  2955 I kernel  : <4>[   21.581492] found wifi platform device bcmdhd_wlan
01-01 00:40:51.811  2955  2955 I kernel  : <4>[   21.581997] Power-up adapter 'DHD generic adapter'
01-01 00:40:52.051  2955  2955 I kernel  : <4>[   21.826905] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:52.051  2955  2955 I kernel  : <4>[   21.826976] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:52.051  2955  2955 I kernel  : <3>[   21.827064] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:52.051  2955  2955 I kernel  : <6>[   21.827118] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:52.051  2955  2955 I kernel  : <4>[   21.827962] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:52.051  2955  2955 I kernel  : <4>[   21.828037] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:52.051  2955  2955 I kernel  : <3>[   21.828087] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:52.051  2955  2955 I kernel  : <6>[   21.828132] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.986640] bcmsdh_sdmmc: bcmsdh_sdmmc_probe Enter
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.987297] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.987359] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:52.211  2955  2955 I kernel  : <3>[   21.987424] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:52.211  2955  2955 I kernel  : <6>[   21.987475] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.987575] bcmsdh_sdmmc: bcmsdh_sdmmc_probe Enter
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.987582] bus num (host idx)=1, slot num (rca)=1
01-01 00:40:52.211  2955  2955 I kernel  : <4>[   21.987591] found adapter info 'DHD generic adapter'
01-01 00:40:52.291  2955  2955 I kernel  : <4>[   22.065775] F1 signature OK, socitype:0x1 chip:0x4339 rev:0x1 pkg:0x2
01-01 00:40:52.301  2955  2955 I kernel  : <4>[   22.071664] DHD: dongle ram size is set to 786432(orig 786432) at 0x180000
01-01 00:40:52.301  2955  2955 I kernel  : <4>[   22.071775] wifi_platform_get_mac_addr
01-01 00:40:52.301  2955  2955 I kernel  : <6>[   22.071913] CFG80211-ERROR) wl_setup_wiphy : Registering Vendor80211)
01-01 00:40:52.341  2955  2955 I kernel  : <4>[   22.117812] wl_create_event_handler(): thread:wl_event_handler:ede started
01-01 00:40:52.341  2955  2955 I kernel  : <6>[   22.119936] CFG80211-ERROR) wl_event_handler : tsk Enter, tsk = 0xca9a141c
01-01 00:40:52.381  2955  2955 I kernel  : <4>[   22.159615] dhd_attach(): thread:dhd_watchdog_thread:ee3 started
01-01 00:40:52.391  2955  2955 I kernel  : <4>[   22.163160] dhd_attach(): thread:dhd_dpc:ee5 started
01-01 00:40:52.391  2955  2955 I kernel  : <4>[   22.163184] dhd_deferred_work_init: work queue initialized 
01-01 00:40:52.551  2955  2955 I kernel  : <4>[   22.330511] sdioh_request_buffer: [1] doing memory copy buf=d0c63000, len=1954
01-01 00:40:52.561  2955  2955 I kernel  : <4>[   22.333040] dhdsdio_write_vars: Download, Upload and compare of NVRAM succeeded.
01-01 00:40:52.802  2955  2955 I kernel  : <4>[   22.580198] dhd_bus_init: enable 0x06, ready 0x06 (waited 0us)
01-01 00:40:52.811  2955  2955 I kernel  : <4>[   22.588153] wifi_platform_get_mac_addr
01-01 00:40:52.821  2955  2955 I kernel  : <4>[   22.597631] Firmware up: op_mode=0x0002, MAC=d8:c4:6a:27:cd:88
01-01 00:40:52.831  2955  2955 I kernel  : <4>[   22.606253] dhd_preinit_ioctls set rxcb=0x1
01-01 00:40:52.841  2955  2955 I kernel  : <4>[   22.618209] Firmware version = wl0: Jun 15 2017 15:09:57 version 6.37.39.71 (r665475 CY)
01-01 00:40:52.841  2955  2955 I kernel  : <4>[   22.619625] dhd_wlfc_init(): successfully enabled bdcv2 tlv signaling, 79
01-01 00:40:52.841  2955  2955 I kernel  : <4>[   22.620136] dhd_wlfc_init(): wlfc_mode=0x0, ret=-23
01-01 00:40:52.841  2955  2955 I kernel  : <4>[   22.620680] Dongle Host Driver, version 1.141.94 (r)
01-01 00:40:52.841  2955  2955 I kernel  : <4>[   22.620680] Compiled in drivers/net/wireless/bcmdhd on Jul 21 2017 at 09:24:22
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.625859] Register interface [wlan0]  MAC: d8:c4:6a:27:cd:88
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.625859] 
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.626697] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.626761] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:52.854  2955  2955 I kernel  : <3>[   22.626817] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:52.854  2955  2955 I kernel  : <6>[   22.626867] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.628373] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:52.854  2955  2955 I kernel  : <4>[   22.628436] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:52.854  2955  2955 I kernel  : <3>[   22.628485] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:52.854  2955  2955 I kernel  : <6>[   22.628528] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:52.854  2955  2955 I kernel  : <12>[   22.629170] avc:  granted  { set } for property=wlan.driver.status scontext=u:r:netd:s0 tcontext=u:object_r:system_prop:s0 tclass=property_service
01-01 00:40:53.811  2955  2955 I kernel  : <6>[   23.583581] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : ff:ff:ff:ff:ff:ff scb_val.val 3
01-01 00:40:53.831  2955  2955 I kernel  : <6>[   23.607571] CFG80211-ERROR) wl_cfg80211_set_channel : netdev_ifidx(6), chan_type(1) target channel(6) 
01-01 00:40:53.841  2955  2955 I kernel  : <38>[   23.613460] type=1400 audit(946687253.819:13): avc: denied { write } for pid=2374 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
01-01 00:40:53.841  2955  2955 I kernel  : <6>[   23.613910] CFG80211-ERROR) wl_cfg80211_parse_ies : No WPSIE in beacon 
01-01 00:40:53.841  2955  2955 I kernel  : <6>[   23.613924] CFG80211-ERROR) wl_cfg80211_parse_ies : No WPSIE in beacon 
01-01 00:40:53.911  2955  2955 I kernel  : <4>[   23.685252] _dhd_wlfc_FIFOcreditmap_update: credit[i] is not returned, (7 6)
01-01 00:40:53.911  2955  2955 I kernel  : <4>[   23.685412] _dhd_wlfc_mac_entry_update():1649, entry(32)
01-01 00:40:56.361  2955  2955 I kernel  : <3>[   26.134824] omapdrm omapdrm.0: already a pending flip
01-01 00:40:56.501  2955  2955 I kernel  : <3>[   26.273481] omapdrm omapdrm.0: already a pending flip
01-01 00:40:56.631  2955  2955 I kernel  : <38>[   26.404230] type=1400 audit(946687256.619:14): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:56.731  2955  2955 I kernel  : <3>[   26.505784] omapdrm omapdrm.0: already a pending flip
01-01 00:40:59.271  2955  2955 I kernel  : <3>[   29.045847] omapdrm omapdrm.0: already a pending flip
04-01 00:41:00.797  2955  2955 I kernel  : <38>[   30.576876] type=1400 audit(954549660.782:15): avc: denied { call } for pid=4066 comm="nostics.service" scontext=u:r:system_app:s0 tcontext=u:r:init:s0 tclass=binder permissive=1
04-01 00:41:00.807  2955  2955 I kernel  : <38>[   30.582938] type=1400 audit(954549660.782:16): avc: denied { transfer } for pid=4066 comm="nostics.service" scontext=u:r:system_app:s0 tcontext=u:r:init:s0 tclass=binder permissive=1
04-01 00:41:00.907  2955  2955 I kernel  : <6>[   30.686808] binder: 1835:1835 BC_REQUEST_DEATH_NOTIFICATION death notification already set
07-26 00:41:08.635  2955  2955 I kernel  : <3>[   38.450641] show_nor_ascii: data (58000240) length(32)
07-26 00:41:08.635  2955  2955 I kernel  : <3>[   38.450657] show_ascii: data (58000240) length(32)
07-26 00:41:08.646  2955  2955 I kernel  : <3>[   38.453057] show_nor_ascii: data (39540-TJBA-A110) length(32)
07-26 00:41:08.646  2955  2955 I kernel  : <3>[   38.453068] show_ascii: data (39540-TJBA-A110) length(32)
07-26 04:41:16.940  2955  2955 I kernel  : <3>[   46.766527] show_nor_ascii: data (58000240) length(32)
07-26 04:41:16.940  2955  2955 I kernel  : <3>[   46.766539] show_ascii: data (58000240) length(32)
07-26 03:41:16.959  2955  2955 I kernel  : <3>[   46.790827] show_nor_ascii: data (58000240) length(32)
07-26 03:41:16.959  2955  2955 I kernel  : <3>[   46.790843] show_ascii: data (58000240) length(32)
07-26 14:59:45.710  2955  2955 I kernel  : <3>[   75.561180] omapdrm omapdrm.0: already a pending flip
07-26 15:00:06.200  2955  2955 I kernel  : <3>[   96.055073] omapdrm omapdrm.0: already a pending flip
07-26 15:00:19.520  2955  2955 I kernel  : <11>[  109.374263] init: untracked pid 4861 killed by signal 9
07-26 15:00:19.780  2955  2955 I kernel  : <38>[  109.640175] type=1400 audit(1501081219.761:17): avc: denied { write } for pid=2374 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
07-26 15:00:20.270  2955  2955 I kernel  : <3>[  110.122800] omapdrm omapdrm.0: already a pending flip
07-26 15:00:22.040  2955  2955 I kernel  : <3>[  111.894179] omapdrm omapdrm.0: already a pending flip
07-26 15:00:22.121  2955  2955 I kernel  : <6>[  111.974081] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:22.121  2955  2955 I kernel  : <6>[  111.975025] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:00:22.121  2955  2955 I kernel  : <6>[  111.976741] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:22.130  2955  2955 I kernel  : <6>[  111.987187] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:22.960  2955  2955 I kernel  : <3>[  112.819175] omapdrm omapdrm.0: already a pending flip
07-26 15:00:23.020  2955  2955 I kernel  : <3>[  112.880244] omapdrm omapdrm.0: already a pending flip
07-26 15:00:23.770  2955  2955 I kernel  : <11>[  113.625550] init: untracked pid 4911 killed by signal 9
07-26 15:00:24.580  2955  2955 I kernel  : <38>[  114.432939] type=1400 audit(1501081224.561:18): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:00:28.520  2955  2955 I kernel  : <6>[  118.380829] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:28.530  2955  2955 I kernel  : <6>[  118.381758] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:00:28.530  2955  2955 I kernel  : <6>[  118.383722] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:28.530  2955  2955 I kernel  : <6>[  118.389018] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:34.970  2955  2955 I kernel  : <6>[  124.829142] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:34.970  2955  2955 I kernel  : <6>[  124.830418] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:00:34.980  2955  2955 I kernel  : <6>[  124.832149] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:34.980  2955  2955 I kernel  : <6>[  124.835452] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:00:35.280  2955  2955 I kernel  : <3>[  125.131740] omapdrm omapdrm.0: already a pending flip
07-26 15:00:35.310  2955  2955 I kernel  : <3>[  125.169162] omapdrm omapdrm.0: already a pending flip
07-26 15:01:49.542  2955  2955 I kernel  : <3>[  199.396722] omapdrm omapdrm.0: already a pending flip
07-26 15:01:52.511  2955  2955 I kernel  : <3>[  202.361895] omapdrm omapdrm.0: already a pending flip
07-26 15:02:09.530  2955  2955 I kernel  : <3>[  219.387825] omapdrm omapdrm.0: already a pending flip
07-26 15:06:22.430  2955  2955 I kernel  : <6>[  472.286300] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:22.440  2955  2955 I kernel  : <6>[  472.291738] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:22.440  2955  2955 I kernel  : <6>[  472.293188] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:06:22.440  2955  2955 I kernel  : <6>[  472.297016] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:22.450  2955  2955 I kernel  : <6>[  472.309707] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:06:28.880  2955  2955 I kernel  : <6>[  478.739848] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:28.891  2955  2955 I kernel  : <6>[  478.742470] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:28.900  2955  2955 I kernel  : <6>[  478.755807] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:06:28.900  2955  2955 I kernel  : <6>[  478.756453] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:06:28.900  2955  2955 I kernel  : <6>[  478.759524] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:35.330  2955  2955 I kernel  : <6>[  485.181167] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:35.330  2955  2955 I kernel  : <6>[  485.182223] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:06:35.330  2955  2955 I kernel  : <6>[  485.183553] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:06:35.330  2955  2955 I kernel  : <6>[  485.186681] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:22.750  2955  2955 I kernel  : <6>[  832.610316] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:22.760  2955  2955 I kernel  : <6>[  832.613832] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:22.760  2955  2955 I kernel  : <6>[  832.614144] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:12:22.760  2955  2955 I kernel  : <6>[  832.617855] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:29.270  2955  2955 I kernel  : <6>[  839.127281] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:29.270  2955  2955 I kernel  : <6>[  839.129641] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:29.270  2955  2955 I kernel  : <6>[  839.130848] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:12:29.280  2955  2955 I kernel  : <6>[  839.131662] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:12:29.280  2955  2955 I kernel  : <6>[  839.134835] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:35.650  2955  2955 I kernel  : <6>[  845.504587] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:35.650  2955  2955 I kernel  : <6>[  845.505462] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:12:35.650  2955  2955 I kernel  : <6>[  845.507435] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:12:35.650  2955  2955 I kernel  : <6>[  845.510869] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:19.260  2955  2955 I kernel  : <6>[ 1189.111080] usb 3-1: new high-speed USB device number 2 using xhci-hcd
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.253251] usb 3-1: New USB device found, idVendor=18d1, idProduct=4ee7
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.253266] usb 3-1: New USB device strings: Mfr=1, Product=2, SerialNumber=3
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.253276] usb 3-1: Product: Nexus 6P
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.253286] usb 3-1: Manufacturer: Huawei
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.253295] usb 3-1: SerialNumber: CVH7N16612000359
07-26 15:18:19.401  2955  2955 I kernel  : <4>[ 1189.258235] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:18:19.401  2955  2955 I kernel  : <4>[ 1189.258307] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:18:19.401  2955  2955 I kernel  : <3>[ 1189.258389] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:18:19.401  2955  2955 I kernel  : <6>[ 1189.258454] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:18:19.450  2955  2955 I kernel  : <4>[ 1189.302066] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:18:19.450  2955  2955 I kernel  : <4>[ 1189.302164] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:18:19.450  2955  2955 I kernel  : <3>[ 1189.302237] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:18:19.450  2955  2955 I kernel  : <6>[ 1189.302310] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:18:19.460  2955  2955 I kernel  : <6>[ 1189.315821] usb 3-1: USB disconnect, device number 2
07-26 15:18:19.500  2955  2955 I kernel  : <38>[ 1189.355384] type=1400 audit(1501082299.474:19): avc: denied { write } for pid=3051 comm="a.tjba.usbaudio" name="property_service" dev="tmpfs" ino=1434 scontext=u:r:platform_app:s0 tcontext=u:object_r:property_socket:s0 tclass=sock_file permissive=1
07-26 15:18:19.520  2955  2955 I kernel  : <38>[ 1189.372336] type=1400 audit(1501082299.474:20): avc: denied { connectto } for pid=3051 comm="a.tjba.usbaudio" path="/dev/socket/property_service" scontext=u:r:platform_app:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:18:19.820  2955  2955 I kernel  : <6>[ 1189.671123] usb 3-1: new high-speed USB device number 3 using xhci-hcd
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.813114] usb 3-1: New USB device found, idVendor=18d1, idProduct=2d01
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.813130] usb 3-1: New USB device strings: Mfr=1, Product=2, SerialNumber=3
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.813140] usb 3-1: Product: Nexus 6P
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.813148] usb 3-1: Manufacturer: Huawei
